tabla_evento;columna;valor;descripcion;nota
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estadísticas Nube;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estadísticas-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estafeta;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estatísticas;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estatísticas De Uso;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estoque;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estoque Externo;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estoque Lista De Produtos;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estoque Multi Cd;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estoque Virtual 2.0;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estorno;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estorno - Apps;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estorno Boleto;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estorno Cartão;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estorno Cartão E Pix;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estorno Cartão Parcial;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estorno Cartão Total;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estorno Parcial;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estorno Pix;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estorno Sem Saldo;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estorno Total;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Estudio Nube;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Etiqueta;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Etiqueta Avulsa;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Etiqueta Reversa;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Etiquetas;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Etiquetas Css;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Etiquetas De Envio;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Etiquetas De Envio Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Etiquetas De Envío;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Etiquetas De Envío-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Eventos;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Excluir Avaliação Partners;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Excluir Cd;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Excluir Conversa;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Excluir Plano;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Excluir Usuário Partners;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Exibir Desconto Por Pagamento;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Exibir Estoque;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Exibir Guia De Medidas;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Exibir Produtos Relacionados;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Exibir Sku;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Exibir Valor Economizado;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Exibir Variantes Do Produto;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Exportación De Campañas;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Exportación De Contactos;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Exportación De Lista;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Exportar Csv;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Exportar Csv Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Exportar Lista De Vendas;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Exportar Lista De Ventas;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Exportar Lista De Ventas Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Extensión De Vencimiento;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Extrato;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Extrato De Consumo;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Extravíos;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Extravíos Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Facebook - Comentários;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Facebook Ads;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Facebook Debugger;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Facebook E Instagram General;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Facebook E Instagram Geral;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Facebook E Instagram Shop;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Facebook E Instagram Shop-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Facebook Messenger Chat;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Factura Fácil;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Facturacion - Automations;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Facturacion - Envio Nube-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Facturacion Invertida;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Facturación;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Facturación De Ventas;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Facturación De Ventas Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Facturación Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Facturación Partners;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Facturación Partners Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Facturación Pdv;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Facturama;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Facturante;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Facturas Pago Nube;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Facturas Pago Nube Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Fairplay;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Falha De Pagamento;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Falha Na Integração/api;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Falla En El Pago Ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Fast Mail;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Fast Mail-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Faturamento Das Vendas;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Faturamento Pdv;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Faturas;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Favicon;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Favicon Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Fechar Ftp;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Feed Do Instagram;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Feed Xml;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Feedback;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Feedxml;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Feedxml ;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Feliz Aniversário;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Feliz Aniversário Appsnube;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ferramentas Nuvemshop;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Ferramentas Nuvemshop Online;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Fforder By Dropi;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Fforder By Dropi-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Fforder Dropshipping;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Fidelimax;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Fidelizar Mais;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Fierro;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Filtrar Productos;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Filtrar Produtos;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Filtro E Busca De Vendas;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Filtros;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Filtros De Categorías Y Variantes;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Filtros E Buscador De Vendas;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Filtros E Pesquisa De Produtos;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Filtros Laterais;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Filtros Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Filtros Personalizados;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Filtros Personalizados Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Filtros Rápidos;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Filtros Y Buscador De Productos;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Filtros Y Buscador De Ventas;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Filtros Y Buscador De Ventas Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Finnegans;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Fixy Logistica-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Flash Logistica;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Flash Logistica-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Fleezy;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Flete Hero;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Flixlog;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Float;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Flokee;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Flokee-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Flow;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Flow Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Flowy;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Flowy Crossup;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Flowy Mx;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Flowy Whatspro;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Flowy Whatspro Mx;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Fluxo De Pagamento;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Fontes;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Footer Css-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Force 2fa;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Force 2fa Lt;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Force 2fa-ar;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Formas De Pagamento;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Formato Csv;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Fotos;Subtópico normalizado;
s__general__zendesk_ticket_topics__event;subtopic_normalized;Fotos E Vídeos;Subtópico normalizado;
